id,article_title,article_language,journal_title,journal_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
356635,determinants of arterial wall remodeling during lipid-lowering therapy: serial intravascular ultrasound observations from the reversal of atherosclerosis with aggressive lipid lowering therapy (reversal) trial,_nan_,circulation,circulation,sep-22,113,24,1/1/06,2826-34,"{""s. lin"",""s. e. nissen"",""k. wolski"",""i. sipahi"",""e. m. tuzcu"",""s. j. nicholls"",""t. churchill"",""p. schoenhagen"",""t. crowe"",""c. wang"",""a. loyd"",""c. apperson-hansen"",""w. a. magyar""}"
360147,treatment of large vessel vasculitis,_nan_,current immunology reviews,clin interv aging,1573-3955     1875-631x,7,4,1/1/11,435-442,"{""m. a. alba"",""s. prieto-gonzalez"",""a. garcia-martinez"",""m. c. cid"",""m. butjosa"",""g. espigol-frigole"",""j. hernandez-rodriguez""}"
360693,perineal endometriosis: a case report and review of the literature,eng,tech coloproctol,techniques in coloproctology,1123-6337 (print) 1123-6337,14,0,1/1/10,s25-7,"{""e. idrizovic"",""a. odobasic"",""l. dedic"",""a. pasic"",""m. dervisefendic"",""e. iljazovic-latifagic"",""a. odobasic"",""l. arnautalic""}"
361080,the impact of nursing case management on women with diabetes in pregnancy,_nan_,"jognn: journal of obstetric, gynecologic & neonatal nursing",actas esp psiquiatr,0884-2175,41,0,1/1/12,s131-2,"{""corinn taylor""}"
361682,outcome of patients with severe ph due to lung disease with     and without targeted therapy,english,cardiovascular therapeutics,journal of nutrition in gerontology and geriatrics,1557-8550,32,5,1/1/14,202-208,"{""seiler i"",""baron m"",""arzt m"",""pfeifer m"",""lange tj""}"
361906,fluid resuscitation in sepsis: a systematic review and network meta-analysis.,eng,annals of internal medicine,ann. intern. med.,1539-3704,161,5,9/2/14,347-55,"{""waleed alhazzani"",""lehana thabane"",""deborah j cook"",""wojciech szczeklik"",""anees sindi"",""qi zhou"",""sultan altayyar"",""anna wludarczyk"",""gordon h guyatt"",""[collective name] fluids in sepsis and septic shock group"",""michael wang"",""guowei li"",""roman jaeschke"",""diane heels-ansdell"",""alison fox-robichaud"",""bram rochwerg"",""fayez alshamsi"",""wang-chun ip"",""djillali annane"",""lawrence mbuagbaw""}"
364080,comparison of serum and renal gentamicin concentrations with fractional urinary excretion tests as indicators of nephrotoxicity,eng,acta neurochir suppl (wien),acta neurochirurgica. supplementum,0065-1419 (print)     0065-1419,11,4,1/1/88,330-7,"{""s. a. brown"",""f. b. garry""}"
365654,measuring the bright side of being blue: a new tool for assessing analytical rumination in depression.,eng,plos one,plos one,1932-6203,9,11,1/1/14,e112077,"{""skye p barbic"",""paul w andrews"",""zachary durisko""}"
366275,"a systematic review on the application of cardiovascular risk prediction models in pharmacoeconomics, with a focus on primary prevention.",eng,european journal of preventive cardiology,eur j prev cardiol,2047-4881,19,2,8/1/12,42-53,"{""maarten j postma"",""petros pechlivanoglou"",""jelena stevanovic""}"
368072,"mobilisation with movement and exercise, corticosteroid injection, or wait and see for tennis elbow",_nan_,"bmj 2006, 333:939",brain behav,0-8077-4913-3,0,0,_nan_,_nan_,"{""vicenzino b bisset l, beller e, jull g, brooks p, darnell r""}"
368651,a randomized controlled trial of paracetamol versus morphine for the treatment of acute painful crisis of sickle cell disease,_nan_,american indian and alaska native mental health research: the journal of the national center,journal of nutrition in gerontology and geriatrics,1533-7731,20,5,1/1/13,s149,"{""r. rehmani""}"
369162,[autologous stem cell therapy with surgical myocardial revascularization].,tur,anadolu kardiyoloji dergisi : akd = the anatolian journal of cardiology,anadolu kardiyol derg,1308-0032,9,6,12/1/09,465-6,"{""serkan durdu"",""ahmet r���_���han akar"",""g���_nseli cubuk���uo����lu deniz""}"
369578,predicting infection in localized intraabdominal fluid collections: value of ph and po2 measurements.,eng,scientific session and scientiftc poster abstracts,geriatrics & gerontology international,1051-0443,10,4,4/1/99,421-7,"{""d j sadler"",""r r gray"",""b d schouten"",""j m bohnen"",""j k wong"",""r mustard"",""g doyle"",""r a pugash"",""j sanabria""}"
372175,dosimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal canal,_nan_,int. j. radiat. oncol. biol. phys.,arch phys med rehabil,0360-3016,90,1,_nan_,s398,"{""kooy h."",""hong t.s."",""symonifka j."",""depauw n."",""wo j.y.""}"
372697,the future of jak inhibition in myelofibrosis and beyond,_nan_,blood reviews,blood rev.,0268-960x,28,5,9/1/14,189-196,"{""r.a. mesa"",""n.c.p. cross"",""j.o. mascarenhas""}"
373015,gene analysis of steroid 5 alpha-reductase 1 in hyperandrogenic women,_nan_,croatian medical journal,croat.med.j.,0353-9504,46,4,1/1/05,664-669,"{""b. heljic"",""r. komel"",""i. eminovic"",""f. gavrankapetanovic"",""j. prezelj"",""j. karamehic""}"
375430,a study of the clinicians approach to patients' driving status in the memory clinic setting,english,cancer treatment reviews,childs nerv syst,0266-7681 (print) 0266-7681,30,0,1/1/15,1444,"{""m. thomas"",""e. fairholme"",""n. nichols"",""m. george""}"
376103,effect of e-health on medical expenditures of outpatients with lifestyle-related diseases,english,value in health,physiother. theory pract.,09593985 (issn),17,8,1/1/11,591-5,"{""y. akematsu"",""m. tsuji"",""k. minetaki""}"
376525,considerations for the diagnosis and treatment of testosterone deficiency in elderly men.,eng,the american journal of medicine,am. j. med.,1555-7162,120,10,10/1/07,835-40,"{""stephen a geraci"",""mohammed kazi"",""christian a koch""}"
377284,normal insulin sensitivity and imcl content in overweight humans are associated with higher fasting lipid oxidation.,eng,am j physiol endocrinol metab,american journal of physiology. endocrinology and metabolism,0193-1849,283,3,9/1/02,e556-64,"{""paola scifo"",""alessandro del maschio"",""livio luzi"",""elena meneghini"",""alberto battezzati"",""gianluca perseghin"",""massimo danna"",""stefano benedini""}"
378289,alkaline phosphatase activity of duodenal enterocytes after neonatal administration of monosodium glutamate to rats.,eng,physiological research / academia scientiarum bohemoslovaca,physiol res,0862-8408,49,2,1/1/00,269-77,"{""l lenhardt"",""s mozes"",""a martinkov��""}"
378490,"a prospective observational study of obesity, body composition, and insulin resistance in 18 women with bipolar disorder and 17 matched control subjects.",eng,the journal of clinical psychiatry,j clin psychiatry,1555-2101,69,12,12/1/08,1892-900,"{""isabella soreca"",""andrea fagiolini"",""david j kupfer"",""bret h goodpaster"",""sara b fleet-michaliszyn"",""amy d otto"",""john m jakicic""}"
379577,"monitoring of fluid changes in hospitalized, malnourished, guatemalan children using bioelectrical impedance spectroscopy (bis).",eng,"applied radiation and isotopes : including data, instrumentation and methods for use in agriculture, industry and medicine",appl radiat isot,0969-8043,49,5,5/1/98,615-7,"{""c pithan"",""m mazariegos"",""n w solomons"",""p f�_rst""}"
379737,bone density and body composition in young women with chronic fatigue syndrome.,eng,neuroprotective agents,ann. n. y. acad. sci.,0077-8923,904,_nan_,5/1/00,625-7,"{""f gates"",""p clifton-bligh"",""g fulcher"",""l hoskin"",""r hansen""}"
379988,the combined role of serotonin and interleukin-6 as biomarker for autism,_nan_,experimental cell research,acta endocrinol suppl (copenh),_nan_,284,0,1/22/15,290-296,"{""y.-j. du"",""x.-m. zhu"",""b. sang"",""c.-j. yang"",""c.-l. liu""}"
380945,soleus hoffmann-reflex modulation during walking in healthy elderly and young adults.,eng,the journals of gerontology: series a: biological sciences and medical sciences,phys med biol,1079-5006,55,12,12/1/00,b570-9,"{""g r chalmers"",""k m knutzen""}"
382297,doppler-derived flow pattern in the descending aorta does not predict systemic to pulmonary arterial collateral flow in patients with single ventricle palliation: a cross-sectional study.,eng,world journal for pediatric & congenital heart surgery,world j pediatr congenit heart surg,2150-136x,6,2,4/1/15,209-14,"{""mark a fogel"",""michael v di maria"",""matthew a harris"",""meryl s cohen"",""kevin k whitehead""}"
382853,ct features of pulmonary arterial hypertension and its major subtypes: a systematic ct evaluation of 292 patients from the aspire registry.,eng,thorax,thorax,1468-3296,70,4,4/1/15,382-7,"{""r condliffe"",""j hurdman"",""j m wild"",""d g kiely"",""s rajaram"",""a j swift"",""c a elliot"",""c davies"",""c hill"",""i sabroe"",""c johns""}"
383183,transport of infants with congenital heart disease.,eng,european journal of pediatrics,eur. j. pediatr.,1432-1076,174,5,5/1/15,703,"{""althaf ansary""}"
384767,a multinational study of thromboprophylaxis practice in critically ill children.,eng,critical care medicine,crit. care med.,1530-0293,42,5,5/1/14,1232-40,"{""sarah h o'brien"",""marisa tucci"",""antonio rodriguez nunez"",""philip c spinella"",""li qin"",""edward vincent s faustino"",""adrienne g randolph"",""edward truemper"",""simon li"",""kimberly marohn"",""sheila hanson"",""michael yung"",""[collective name] prophylaxis against thrombosis practice (protract) study investigators of the palisi bloodnet""}"
385163,pathophysiology of paradoxical embolism: evaluation of the role of interatrial septum anatomy based on the intracardiac echocardiography assessment of patients with right-to-left shunting.,eng,cardiology in the young,cardiol young,1467-1107,25,1,1/1/15,47-55,"{""gianluca rigatelli"",""paolo cardaioli"",""massimo giordan"",""ashesh buch"",""laura oliva"",""dobrin vassiliev"",""aravinda nanjiundappa"",""fabio dell'avvocata"",""ramesh daggubati"",""dario adami""}"
385346,"new concepts in predicting, evaluating, and managing neurodevelopmental outcomes in children with congenital heart disease.",eng,current opinion in pediatrics,curr. opin. pediatr.,1531-698x,25,5,10/1/13,574-84,"{""bradley s marino""}"
385772,digeorge syndrome presenting as hypocalcaemia-induced seizures in adulthood.,eng,case reports in medicine,case rep.med.,1687-9627,2013,_nan_,1/1/13,923129,"{""alexander attard"",""josephine psaila"",""adrian zammit"",""deborah grech marguerat""}"
385940,"normalisation of left ventricular systolic function after change from vvi pacing to biventricular pacing in a child with congenital complete atrioventricular block, long-qt syndrome, and congenital muscular dystrophy: a 10-year follow-up.",eng,cardiology in the young,cardiol young,1467-1107,24,3,6/1/14,520-3,"{""jesper i reimers"",""sabrina g elles��e"",""henrik �� andersen""}"
386327,micrornas: a new piece in the paediatric cardiovascular disease puzzle.,eng,cardiology in the young,cardiol young,1467-1107,23,5,10/1/13,642-55,"{""dalia elimam"",""keith a webster"",""ahmed omran"",""fei yin"",""lina a shehadeh""}"
388872,right ventricular outflow tract reconstruction with decellularized porcine xenografts in patients with congenital heart disease.,eng,the journal of heart valve disease,j. heart valve dis.,0966-8519,20,3,5/1/11,341-7,"{""wolfgang konertz"",""otto krogmann"",""pascal m dohmen"",""birgit franzbach"",""emanuela angeli"",""carlo pace napoleone"",""johannes kroll"",""gleb tarusinov"",""torsten christ"",""gaetano gargiulo""}"
392246,importance of membrane materials for blood purification devices in critical care.,eng,transfusion and apheresis science : official journal of the world apheresis association : official journal of the european society for haemapheresis,neurosurgery,1473-0502,40,1,2/1/09,23-31,"{""narumi tomisawa"",""akihiro c yamashita""}"
392576,effects of ginkgo biloba on haemostatic factors and inflammation in chronic peritoneal dialysis patients.,eng,phytotherapy research : ptr,phytother res,0951-418x,19,6,6/1/05,546-8,"{""won ki min"",""soon bae kim"",""su hee kim"",""jai won chang"",""hyun sook chi"",""eun kyoung lee""}"
395807,in this issue,_nan_,japanese journal of clinical oncology,health education & behavior : the official publication of the society for public health education,0143-991x,40,7,1/1/10,_nan_,{null}
396821,awareness of deficits and on-road driving performance,english,clinical neuropsychologist,annales francaises d'anesthesie et de reanimation,1385-4046,25,7,1/1/11,1158-78,"{""l. j. rapport"",""j. a. griffen"",""l. a. bieliauskas"",""c. burt"",""r. c. bryer""}"
397190,say yes? say no?,_nan_,consumer reports on health,paediatr child health,1058-0832,19,10,1/1/07,3-mar,{null}
399134,chronic heart failure: current guideline recommendations and innovations. [german],german,european journal of clinical nutrition,eur j clin nutr,0954-3007,56,7,1/1/15,791-802,"{""s. ewen"",""f. mahfoud"",""m. bohm""}"
405141,fruit consumption and risk of type 2 diabetes: results from three prospective longitudinal cohort studies.,eng,bmj-british medical journal,acta obstetricia et gynecologica scandinavica,1756-1833,347,_nan_,1/1/13,f5001,"{""rob m van dam"",""frank b hu"",""isao muraki"",""joann e manson"",""fumiaki imamura"",""qi sun"",""walter c willett""}"
407082,a randomized controlled trial of the effects of vitamin d on muscle strength and mobility in older women with vitamin d insufficiency.,eng,journal of the american geriatrics society,j am geriatr soc,1532-5415,58,11,11/1/10,2063-8,"{""amanda devine"",""nicole austin"",""richard l prince"",""kun zhu"",""david bruce""}"
407245,group physiotherapy provides similar outcomes for participants after joint replacement surgery as 1-to-1 physiotherapy: a sequential cohort study.,eng,archives of physical medicine and rehabilitation,arch phys med rehabil,1532-821x,90,10,10/1/09,1727-33,"{""corinne l coulter"",""jennie m scarvell"",""jeanie m weber""}"
408062,adherence to fesoterodine in women with overactive bladder in routine clinical practice.,engspa,actas urologicas espanolas,actas urol esp,1699-7980,39,4,5/1/15,222-8,"{""e huguet"",""o porta"",""e mart�_nez"",""i mora"",""m sim�_"",""j pubill"",""j a ortega"",""m t castillo""}"
408188,unique monoclonal antibodies specifically bind surface structures on human fetal erythroid blood cells.,eng,experimental cell research,exp. cell res.,1090-2422,319,17,10/15/13,2700-7,"{""silke zimmermann"",""stefan a stachelhaus"",""christiane hollmann""}"
